Date,Close,Volume,EPS,Total Revenue,P/E,P/S
2019-08-01 04:00:00,131.9047088623047,40557500,5.82,143015000000.0,22.66403932342005,9.22313805281297e-10
2019-08-02 04:00:00,130.79641723632812,30791600,5.82,143015000000.0,22.473611208991084,9.145643270728813e-10
2019-08-05 04:00:00,126.31555938720703,42749600,5.82,143015000000.0,21.703704362063064,8.832329433080938e-10
2019-08-06 04:00:00,128.68495178222656,32696700,5.82,143015000000.0,22.110816457427244,8.998003830523132e-10
2019-08-07 04:00:00,129.24867248535156,33414500,5.82,143015000000.0,22.207675684768308,9.037420724074507e-10
2019-08-08 04:00:00,132.69769287109375,27496500,5.82,143015000000.0,22.80029087132195,9.278585663818043e-10
2019-08-09 04:00:00,131.5703125,23466700,5.82,143015000000.0,22.60658290378007,9.199756144460371e-10
2019-08-12 04:00:00,129.7359161376953,20484300,5.82,143015000000.0,22.2913945253772,9.071490133041661e-10
2019-08-13 04:00:00,132.420654296875,25154600,5.82,143015000000.0,22.7526897417311,9.259214368903612e-10
2019-08-14 04:00:00,128.43287658691406,32527300,5.82,143015000000.0,22.06750456819829,8.980378043346087e-10
2019-08-15 04:00:00,128.14529418945312,28074400,5.82,143015000000.0,22.018091785129403,8.960269495469225e-10
2019-08-16 04:00:00,130.49388122558594,24449100,5.82,143015000000.0,22.421629076561157,9.12448912530755e-10
2019-08-19 04:00:00,132.67947387695312,24355700,5.82,143015000000.0,22.79716045995758,9.277311741911906e-10
2019-08-20 04:00:00,131.5770721435547,21170800,5.82,143015000000.0,22.60774435456266,9.200228797227891e-10
2019-08-21 04:00:00,133.0437469482422,14970300,5.82,143015000000.0,22.859750334749517,9.302782711480767e-10
2019-08-22 04:00:00,132.07553100585938,18697000,5.82,143015000000.0,22.69339020719233,9.235082404353346e-10
2019-08-23 04:00:00,127.8673095703125,38508600,5.82,143015000000.0,21.970328104864688,8.940832050506066e-10
2019-08-26 04:00:00,129.84201049804688,20312600,5.82,143015000000.0,22.309623796915268,9.078908540925558e-10
2019-08-27 04:00:00,130.1199951171875,23102100,5.82,143015000000.0,22.35738747717998,9.098345985888718e-10
2019-08-28 04:00:00,129.9474639892578,17393300,5.82,143015000000.0,22.327742953480723,9.086282137486124e-10
2019-08-29 04:00:00,132.40147399902344,20168700,5.82,143015000000.0,22.749394157907805,9.257873230012476e-10
2019-08-30 04:00:00,132.15223693847656,23940100,5.82,143015000000.0,22.70656992070044,9.240445892981615e-10
2019-09-03 04:00:00,130.4075469970703,18869300,5.82,143015000000.0,22.406795016678746,9.11845239989304e-10
2019-09-04 04:00:00,131.9317626953125,17995900,5.82,143015000000.0,22.66868774833548,9.225029730819319e-10
2019-09-05 04:00:00,134.25157165527344,26101800,5.82,143015000000.0,23.067280353139765,9.38723711885281e-10
2019-09-06 04:00:00,133.3408966064453,20824500,5.82,143015000000.0,22.91080697705246,9.32356022839879e-10
2019-09-09 04:00:00,131.8263397216797,25773900,5.82,143015000000.0,22.65057383534015,9.217658268131293e-10
2019-09-10 04:00:00,130.44593811035156,28903400,5.82,143015000000.0,22.413391427895455,9.121136811547849e-10
2019-09-11 04:00:00,130.48426818847656,24726100,5.82,143015000000.0,22.419977351971916,9.123816955457579e-10
2019-09-12 04:00:00,131.8263397216797,27010000,5.82,143015000000.0,22.65057383534015,9.217658268131293e-10
2019-09-13 04:00:00,131.63458251953125,23363100,5.82,143015000000.0,22.617625862462415,9.204250080028756e-10
2019-09-16 04:00:00,130.68557739257812,16731400,5.82,143015000000.0,22.454566562298645,9.137893045665009e-10
2019-09-17 04:00:00,131.70166015625,17814200,5.82,143015000000.0,22.629151229596218,9.208940331870783e-10
2019-09-18 04:00:00,132.784912109375,23982100,5.82,143015000000.0,22.81527699473797,9.284684271536203e-10
2019-09-19 04:00:00,135.22935485839844,35772100,5.82,143015000000.0,23.235284339931003,9.455606395021392e-10
2019-09-20 04:00:00,133.66683959960938,39167300,5.82,143015000000.0,22.966810927767934,9.346351054057923e-10
2019-09-23 04:00:00,133.37925720214844,17139300,5.82,143015000000.0,22.917398144699042,9.32624250618106e-10
2019-09-24 04:00:00,131.69210815429688,29773200,5.82,143015000000.0,22.62750999214723,9.20827242976589e-10
2019-09-25 04:00:00,133.59014892578125,21382000,5.82,143015000000.0,22.953633836044887,9.340988632365923e-10
2019-09-26 04:00:00,133.76266479492188,17456600,5.82,143015000000.0,22.983275737959083,9.353051413832247e-10
2019-09-27 04:00:00,132.02761840820312,22477700,5.82,143015000000.0,22.685157802096757,9.231732224466184e-10
2019-09-30 04:00:00,133.27377319335938,17280900,5.82,143015000000.0,22.899273744563466,9.318866775747954e-10
2019-10-01 04:00:00,131.39492797851562,21466600,5.82,143015000000.0,22.57644810627416,9.187492778975326e-10
2019-10-02 04:00:00,129.07513427734375,30521700,5.82,143015000000.0,22.17785812325494,9.025286457878107e-10
2019-10-03 04:00:00,130.6376495361328,24132900,5.82,143015000000.0,22.446331535418008,9.134541798841577e-10
2019-10-04 04:00:00,132.40147399902344,22897700,5.82,143015000000.0,22.749394157907805,9.257873230012476e-10
2019-10-07 04:00:00,131.44288635253906,15303700,5.82,143015000000.0,22.584688376724923,9.190846159671297e-10
2019-10-08 04:00:00,130.05291748046875,25550500,5.82,143015000000.0,22.345862110046177,9.09365573404669e-10
2019-10-09 04:00:00,132.51651000976562,19749900,5.82,143015000000.0,22.769159795492374,9.265916862550475e-10
2019-10-10 04:00:00,133.3408966064453,17654600,5.82,143015000000.0,22.91080697705246,9.32356022839879e-10
2019-10-11 04:00:00,133.89686584472656,25446000,5.82,143015000000.0,23.006334337581883,9.36243511832511e-10
2019-10-14 04:00:00,133.77230834960938,13304300,5.82,143015000000.0,22.98493270611845,9.35372571755476e-10
2019-10-15 04:00:00,135.70864868164062,19695700,5.82,143015000000.0,23.317637230522443,9.489119930191982e-10
2019-10-16 04:00:00,134.59664916992188,20751600,5.82,143015000000.0,23.126572022323344,9.411365882594265e-10
2019-10-17 04:00:00,133.9064483642578,21460600,5.82,143015000000.0,23.007980818601,9.363105154302542e-10
2019-10-18 04:00:00,131.72085571289062,32273500,5.82,143015000000.0,22.632449435204574,9.210282537698187e-10
2019-10-21 04:00:00,132.69862365722656,20078200,5.82,143015000000.0,22.800450800210747,9.278650746930501e-10
2019-10-22 04:00:00,130.7239227294922,27431000,5.82,143015000000.0,22.461155108160167,9.140574256511008e-10
2019-10-23 04:00:00,131.5579376220703,29844600,5.82,143015000000.0,22.604456636094554,9.198890859145566e-10
2019-10-24 04:00:00,134.1461181640625,37029300,5.82,143015000000.0,23.04916119657431,9.379863522292243e-10
2019-10-25 04:00:00,134.9034423828125,25959700,5.82,143015000000.0,23.179285632785653,9.4328177032348e-10
2019-10-28 04:00:00,138.2201385498047,35280100,5.82,143015000000.0,23.749164699279156,9.664730171646659e-10
2019-10-29 04:00:00,136.91647338867188,20589500,5.82,143015000000.0,23.52516724891269,9.573574337564023e-10
2019-10-30 04:00:00,138.622802734375,18496600,5.82,143015000000.0,23.8183509852878,9.692885552870329e-10
2019-10-31 04:00:00,137.43411254882812,24605100,5.82,143015000000.0,23.614108685365657,9.609769083580612e-10
2019-11-01 04:00:00,137.76962280273438,33128400,5.82,143015000000.0,23.671756495315183,9.633228878280907e-10
2019-11-04 05:00:00,138.5652618408203,16912000,5.82,143015000000.0,23.808464233817922,9.688862136196923e-10
2019-11-05 05:00:00,138.4789276123047,18250200,5.82,143015000000.0,23.79363017393551,9.682825410782413e-10
2019-11-06 05:00:00,138.09552001953125,16575800,5.82,143015000000.0,23.72775258067547,9.656016503131228e-10
2019-11-07 05:00:00,138.2872314453125,17786700,5.82,143015000000.0,23.760692688198024,9.669421490424955e-10
2019-11-08 05:00:00,139.91688537597656,16732700,5.82,143015000000.0,24.040701954635146,9.78337135097553e-10
2019-11-11 05:00:00,140.0606689453125,14362600,5.82,143015000000.0,24.06540703527706,9.793425091445828e-10
2019-11-12 05:00:00,140.98092651367188,18641600,5.82,143015000000.0,24.223526892383482,9.857772017877278e-10
2019-11-13 05:00:00,141.21096801757812,16919200,5.82,143015000000.0,24.263052923982496,9.873857149080734e-10
2019-11-14 05:00:00,141.929931640625,19729800,5.82,143015000000.0,24.38658619254725,9.924129052241024e-10
2019-11-15 05:00:00,143.76084899902344,23485700,5.82,143015000000.0,24.701176803955917,1.0052151802190221e-09
2019-11-18 05:00:00,144.11553955078125,21534000,5.82,143015000000.0,24.762120197728734,1.007695273578165e-09
2019-11-19 05:00:00,144.16348266601562,23935700,5.82,143015000000.0,24.770357846394436,1.008030504954135e-09
2019-11-20 05:00:00,143.9133758544922,25696800,5.82,143015000000.0,24.72738416743852,1.006281689714311e-09
2019-11-21 05:00:00,143.77870178222656,18576100,5.82,143015000000.0,24.70424429247879,1.0053400117625883e-09
2019-11-22 05:00:00,143.884521484375,15901800,5.82,143015000000.0,24.72242637188574,1.0060799320656925e-09
2019-11-25 05:00:00,145.46194458007812,22420900,5.82,143015000000.0,24.99346126805466,1.0171097058355985e-09
2019-11-26 05:00:00,146.23147583007812,24620100,5.82,143015000000.0,25.125683132315828,1.0224904788314381e-09
2019-11-27 05:00:00,146.5104217529297,15184400,5.82,143015000000.0,25.173611985039464,1.0244409450262539e-09
2019-11-29 05:00:00,145.60626220703125,11977300,5.82,143015000000.0,25.018258111173754,1.0181188141595725e-09
2019-12-02 05:00:00,143.8460693359375,27418400,5.82,143015000000.0,24.71581947352878,1.0058110641257035e-09
2019-12-03 05:00:00,143.61521911621094,24066000,5.82,143015000000.0,24.676154487321465,1.004196896243128e-09
2019-12-04 05:00:00,144.13461303710938,17574700,5.82,143015000000.0,24.76539742905659,1.0078286406118894e-09
2019-12-05 05:00:00,144.21153259277344,17869100,5.82,143015000000.0,24.778613847555572,1.0083664831854942e-09
2019-12-06 05:00:00,145.96209716796875,16403500,5.82,143015000000.0,25.079398138826246,1.0206069095407387e-09
2019-12-09 05:00:00,145.58700561523438,16687400,5.82,143015000000.0,25.01494941842515,1.017984166802324e-09
2019-12-10 05:00:00,145.3657684326172,16476100,5.82,143015000000.0,24.976936156807074,1.0164372159047455e-09
2019-12-11 05:00:00,145.9140625,18856600,5.82,143015000000.0,25.07114475945017,1.0202710380030066e-09
2019-12-12 05:00:00,147.3953094482422,24612100,5.82,143015000000.0,25.32565454437151,1.0306283218420598e-09
2019-12-13 05:00:00,148.63607788085938,23845400,5.82,143015000000.0,25.53884499671123,1.039304114119913e-09
2019-12-16 05:00:00,149.5979766845703,24144200,5.82,143015000000.0,25.70411970525263,1.0460299736710857e-09
2019-12-17 05:00:00,148.7899932861328,25425600,5.82,143015000000.0,25.5652909426345,1.0403803327352573e-09
2019-12-18 05:00:00,148.482177734375,24129200,5.82,143015000000.0,25.512401672573024,1.038228002198196e-09
2019-12-19 05:00:00,149.77113342285156,24958900,5.82,143015000000.0,25.733871722139444,1.047240732950051e-09
2019-12-20 05:00:00,151.40628051757812,53477500,5.82,143015000000.0,26.01482483119899,1.0586741287108215e-09
2019-12-23 05:00:00,151.40628051757812,17718200,5.82,143015000000.0,26.01482483119899,1.0586741287108215e-09
2019-12-24 05:00:00,151.37742614746094,8989200,5.82,143015000000.0,26.00986703564621,1.0584723710622029e-09
2019-12-26 05:00:00,152.61819458007812,14520600,5.82,143015000000.0,26.22305748798593,1.0671481633400561e-09
2019-12-27 05:00:00,152.89718627929688,18412800,5.82,143015000000.0,26.270994206064753,1.0690989496157527e-09
2019-12-30 05:00:00,151.57936096191406,16348400,5.82,143015000000.0,26.04456373916049,1.059884354521652e-09
2019-12-31 05:00:00,151.6852264404297,18369400,5.82,143015000000.0,26.062753683922626,1.060624594905637e-09
2020-01-02 05:00:00,154.49380493164062,22622100,5.82,143015000000.0,26.54532730784203,1.0802629439683992e-09
2020-01-03 05:00:00,152.57012939453125,21116200,5.82,143015000000.0,26.214798865039732,1.0668120784150702e-09
2020-01-06 05:00:00,152.96446228027344,20813700,5.82,143015000000.0,26.28255365640437,1.0695693618171062e-09
2020-01-07 05:00:00,151.56979370117188,21634100,5.82,143015000000.0,26.042919879926437,1.0598174576175358e-09
2020-01-08 05:00:00,153.9840545654297,27746500,5.82,143015000000.0,26.457741334266267,1.0766986299718888e-09
2020-01-09 05:00:00,155.90774536132812,21385000,5.82,143015000000.0,26.78827239885363,1.090149602218845e-09
2020-01-10 05:00:00,155.1863555908203,20725900,5.82,143015000000.0,26.66432226646397,1.0851054476161265e-09
2020-01-13 05:00:00,157.05235290527344,21626500,5.82,143015000000.0,26.98494036173083,1.0981530112594724e-09
2020-01-14 05:00:00,155.9462127685547,23477400,5.82,143015000000.0,26.79488191899565,1.0904185768524609e-09
2020-01-15 05:00:00,156.9561767578125,21417900,5.82,143015000000.0,26.968415250483247,1.0974805213286194e-09
2020-01-16 05:00:00,159.8321533203125,23865400,5.82,143015000000.0,27.462569299022764,1.117590136141751e-09
2020-01-17 05:00:00,160.72669982910156,34371700,5.82,143015000000.0,27.616271448299237,1.1238450500234351e-09
2020-01-21 05:00:00,160.1495819091797,29517200,5.82,143015000000.0,27.517110293673486,1.1198096836638093e-09
2020-01-22 05:00:00,159.3800811767578,24138800,5.82,143015000000.0,27.38489367298244,1.1144291240552236e-09
2020-01-23 05:00:00,160.36117553710938,19680800,5.82,143015000000.0,27.553466587132192,1.1212892041891366e-09
2020-01-24 05:00:00,158.7452392578125,24918100,5.82,143015000000.0,27.275814305466064,1.1099901357047338e-09
2020-01-27 05:00:00,156.09048461914062,32078100,5.82,143015000000.0,26.819670896759558,1.0914273650955538e-09
2020-01-28 05:00:00,159.14920043945312,24899900,5.82,143015000000.0,27.345223443205004,1.112814742785394e-09
2020-01-29 05:00:00,161.63079833984375,34754500,5.82,143015000000.0,27.7716148350247,1.1301667541156084e-09
2020-01-30 05:00:00,166.19004821777344,51597500,5.82,143015000000.0,28.55499110271021,1.1620462763890042e-09
2020-01-31 05:00:00,163.7373046875,36142700,5.82,143015000000.0,28.133557506443296,1.1448960227074084e-09
2020-02-03 05:00:00,167.7290496826172,30107000,5.82,143015000000.0,28.819424344092297,1.1728073956061754e-09
2020-02-04 05:00:00,173.25010681152344,36433300,5.82,143015000000.0,29.768059589608836,1.2114121372689818e-09
2020-02-05 05:00:00,173.03846740722656,39186300,5.82,143015000000.0,29.73169543079494,1.2099322966627736e-09
2020-02-06 05:00:00,176.62623596191406,27751400,5.82,143015000000.0,30.34815050891994,1.2350189557872536e-09
2020-02-07 05:00:00,176.8762969970703,33529100,5.82,143015000000.0,30.39111632252067,1.2367674509461967e-09
2020-02-10 05:00:00,181.50286865234375,35844300,5.82,143015000000.0,31.186059905900986,1.2691177055018268e-09
2020-02-11 05:00:00,177.40530395507812,53159900,5.82,143015000000.0,30.482010988845037,1.2404664122999555e-09
2020-02-12 05:00:00,177.66506958007812,47062900,5.82,143015000000.0,30.52664425774538,1.2422827646056576e-09
2020-02-13 05:00:00,176.70318603515625,35295800,5.82,143015000000.0,30.361372170989046,1.2355570117481122e-09
2020-02-14 05:00:00,178.28062438964844,23149500,5.82,143015000000.0,30.632409688943028,1.2465868922116451e-09
2020-02-18 05:00:00,180.0889129638672,27792200,5.82,143015000000.0,30.943112193104326,1.259230940557754e-09
2020-02-19 05:00:00,180.6290283203125,29997500,5.82,143015000000.0,31.035915518954035,1.263007574871954e-09
2020-02-20 05:00:00,177.87060546875,36862400,5.82,143015000000.0,30.561959702534363,1.243719927761074e-09
2020-02-21 05:00:00,172.24761962890625,48572600,5.82,143015000000.0,29.59581093280176,1.2044024726700434e-09
2020-02-24 05:00:00,164.82107543945312,68311100,5.82,143015000000.0,28.319772412277167,1.1524740442572677e-09
2020-02-25 05:00:00,162.10122680664062,68073300,5.82,143015000000.0,27.85244446849495,1.1334561186353923e-09
2020-02-26 05:00:00,164.12667846679688,56206100,5.82,143015000000.0,28.20046021766269,1.147618630680676e-09
2020-02-27 05:00:00,152.56246948242188,93174900,5.82,143015000000.0,26.213482728938466,1.0667585182143263e-09
2020-02-28 05:00:00,156.25645446777344,97012700,5.82,143015000000.0,26.848188052882033,1.0925878716762119e-09
2020-03-02 05:00:00,166.653564453125,71030800,5.82,143015000000.0,28.63463306754725,1.1652873086957662e-09
2020-03-03 05:00:00,158.66761779785156,71677000,5.82,143015000000.0,27.26247728485422,1.1094473852242881e-09
2020-03-04 05:00:00,164.49319458007812,49814400,5.82,143015000000.0,28.263435494858783,1.150181411600728e-09
2020-03-05 05:00:00,160.36514282226562,47817300,5.82,143015000000.0,27.55414825124839,1.1213169445321513e-09
2020-03-06 05:00:00,155.83209228515625,72821100,5.82,143015000000.0,26.775273588514818,1.0896206152162798e-09
2020-03-09 04:00:00,145.2709197998047,70419300,5.82,143015000000.0,24.96063914085991,1.0157740083194399e-09
2020-03-10 04:00:00,155.2051239013672,65354400,5.82,143015000000.0,26.66754706209058,1.0852366807773113e-09
2020-03-11 04:00:00,148.1740264892578,56371600,5.82,143015000000.0,25.459454723240174,1.0360733244013412e-09
2020-03-12 04:00:00,134.12147521972656,93226400,5.82,143015000000.0,23.04492701369872,9.37814042021652e-10
2020-03-13 04:00:00,153.1893768310547,92727400,5.82,143015000000.0,26.321198768222455,1.0711420258787867e-09
2020-03-16 04:00:00,130.6107635498047,87905900,5.82,143015000000.0,22.441711950138263,9.132661857134195e-10
2020-03-17 04:00:00,141.36476135253906,81059800,5.82,143015000000.0,24.289477895625268,9.884610799744016e-10
2020-03-18 04:00:00,135.41390991210938,81593200,5.82,143015000000.0,23.266994830259343,9.468510989204586e-10
2020-03-19 04:00:00,137.6418914794922,85922700,5.82,143015000000.0,23.649809532558795,9.624297554766436e-10
2020-03-20 04:00:00,132.4722442626953,84866200,5.82,143015000000.0,22.761553997026684,9.262821680431794e-10
2020-03-23 04:00:00,131.15084838867188,78975200,5.82,143015000000.0,22.534510032417845,9.170426066403655e-10
2020-03-24 04:00:00,143.07191467285156,82516700,5.82,143015000000.0,24.582803208393738,1.000397962960889e-09
2020-03-25 04:00:00,141.70236206054688,75638200,5.82,143015000000.0,24.347484890128328,9.908216764713273e-10
2020-03-26 04:00:00,150.5659942626953,64568100,5.82,143015000000.0,25.870445749604006,1.052798617366677e-09
2020-03-27 04:00:00,144.3835906982422,57042300,5.82,143015000000.0,24.8081770959179,1.009569560523317e-09
2020-03-30 04:00:00,154.5396728515625,63420300,5.82,143015000000.0,26.55320839373926,1.0805836650111002e-09
2020-03-31 04:00:00,152.109130859375,77927200,5.82,143015000000.0,26.13558949473797,1.0635886505567598e-09
2020-04-01 04:00:00,146.70806884765625,57969900,5.82,143015000000.0,25.207571966951246,1.0258229475765217e-09
2020-04-02 04:00:00,149.74612426757812,49630700,5.82,143015000000.0,25.729574616422358,1.0470658620954315e-09
2020-04-03 04:00:00,148.36697387695312,41243300,5.82,143015000000.0,25.492607195352768,1.0374224653144993e-09
2020-04-06 04:00:00,159.4007110595703,67111700,5.82,143015000000.0,27.38843832638665,1.1145733738389003e-09
2020-04-07 04:00:00,157.6839141845703,62769000,5.82,143015000000.0,27.093456045458815,1.1025690604801616e-09
2020-04-08 04:00:00,159.26564025878906,48318200,5.82,143015000000.0,27.3652302850153,1.113628921852876e-09
2020-04-09 04:00:00,159.27532958984375,51385100,5.82,143015000000.0,27.366895118529854,1.1136966723060082e-09
2020-04-13 04:00:00,159.6321563720703,41905300,5.82,143015000000.0,27.428205562211392,1.1161917027729282e-09
2020-04-14 04:00:00,167.53128051757812,52874300,5.82,143015000000.0,28.78544338790002,1.1714245395068918e-09
2020-04-15 04:00:00,165.77597045898438,40940800,5.82,143015000000.0,28.483843721474976,1.1591509314336565e-09
2020-04-16 04:00:00,170.75265502929688,50479600,5.82,143015000000.0,29.338944163109428,1.1939492712603354e-09
2020-04-17 04:00:00,172.2572784423828,52765600,5.82,143015000000.0,29.597470522746185,1.2044700097359215e-09
2020-04-20 04:00:00,168.84300231933594,36669600,5.82,143015000000.0,29.01082514077937,1.1805964571502006e-09
2020-04-21 04:00:00,161.86012268066406,56203700,5.82,143015000000.0,27.811017642725783,1.1317702526354861e-09
2020-04-22 04:00:00,167.357666015625,34620200,5.82,143015000000.0,28.75561271746134,1.1702105794191169e-09
2020-04-23 04:00:00,165.33226013183594,32790800,5.82,143015000000.0,28.407604833648787,1.1560483874547142e-09
2020-04-24 04:00:00,168.3511505126953,34277600,5.82,143015000000.0,28.926314521081668,1.1771572947781373e-09
2020-04-27 04:00:00,167.868896484375,33194400,5.82,143015000000.0,28.84345300418814,1.1737852426974443e-09
2020-04-28 04:00:00,163.77943420410156,34392700,5.82,143015000000.0,28.140796255000268,1.1451906038114992e-09
2020-04-29 04:00:00,171.1287841796875,51286600,5.82,143015000000.0,29.403571164894757,1.1965792691653848e-09
2020-04-30 04:00:00,172.84561157226562,53875900,5.82,143015000000.0,29.69855868939272,1.2085837959113773e-09
2020-05-01 04:00:00,168.37042236328125,39370500,5.82,143015000000.0,28.929625835615333,1.1772920488290127e-09
2020-05-04 04:00:00,172.48873901367188,30372900,5.82,143015000000.0,29.63724038035599,1.2060884453635764e-09
2020-05-05 04:00:00,174.340576171875,36839200,5.82,143015000000.0,29.95542545908505,1.2190369973210853e-09
2020-05-06 04:00:00,176.057373046875,32139300,5.82,143015000000.0,30.250407740012886,1.2310413106798237e-09
2020-05-07 04:00:00,177.07968139648438,28316000,5.82,143015000000.0,30.42606209561587,1.2381895703002089e-09
2020-05-08 04:00:00,178.121337890625,30877800,5.82,143015000000.0,30.605040874677833,1.2454731174396042e-09
2020-05-11 04:00:00,180.1082000732422,30892700,5.82,143015000000.0,30.946426129423056,1.2593658013022564e-09
2020-05-12 04:00:00,176.0283966064453,32038200,5.82,143015000000.0,30.245428970179606,1.2308386994821893e-09
2020-05-13 04:00:00,173.36643981933594,44711500,5.82,143015000000.0,29.788048078923698,1.212225569481075e-09
2020-05-14 04:00:00,174.11874389648438,41873900,5.82,143015000000.0,29.917309947849546,1.2174858853720545e-09
2020-05-15 04:00:00,176.65530395507812,46610400,5.82,143015000000.0,30.353145009463592,1.23522220714665e-09
2020-05-18 04:00:00,178.3431854248047,35264500,5.82,143015000000.0,30.643159007698397,1.2470243360822619e-09
2020-05-19 04:00:00,177.10865783691406,26799100,5.82,143015000000.0,30.43104086544915,1.2383921814978432e-09
2020-05-20 04:00:00,179.5652618408203,31261300,5.82,143015000000.0,30.853137773336822,1.255569428667065e-09
2020-05-21 04:00:00,177.408447265625,29119500,5.82,143015000000.0,30.48255107656787,1.2404883911871131e-09
2020-05-22 04:00:00,177.48583984375,20826900,5.82,143015000000.0,30.49584877040378,1.2410295412631542e-09
2020-05-26 04:00:00,175.60952758789062,36073600,5.82,143015000000.0,30.173458348434814,1.22790985272797e-09
2020-05-27 04:00:00,175.84164428710938,39517100,5.82,143015000000.0,30.213340942802297,1.229532876181585e-09
2020-05-28 04:00:00,175.4451141357422,33810200,5.82,143015000000.0,30.14520861438869,1.2267602288972638e-09
2020-05-29 04:00:00,177.23439025878906,42130400,5.82,143015000000.0,30.45264437436238,1.239271336984156e-09
2020-06-01 04:00:00,176.8281707763672,22622400,5.82,143015000000.0,30.382847212434225,1.2364309392467026e-09
2020-06-02 04:00:00,178.8398895263672,30794600,5.82,143015000000.0,30.728503355045905,1.2504974270277046e-09
2020-06-03 04:00:00,179.2751007080078,27311000,5.82,143015000000.0,30.803281908592407,1.2535405426564193e-09
2020-06-04 04:00:00,176.9152374267578,28761800,5.82,143015000000.0,30.397807117999623,1.2370397330822488e-09
2020-06-05 04:00:00,181.0546875,39893600,5.82,143015000000.0,31.109052835051546,1.2659839002901793e-09
2020-06-08 04:00:00,182.17662048339844,33211600,5.82,143015000000.0,31.30182482532619,1.273828762601115e-09
2020-06-09 04:00:00,183.56935119628906,29783900,5.82,143015000000.0,31.541125635101213,1.2835671167100588e-09
2020-06-10 04:00:00,190.37823486328125,43872300,5.82,143015000000.0,32.71103691808956,1.3311766937963238e-09
2020-06-11 04:00:00,180.15524291992188,52854700,5.82,143015000000.0,30.95450909277008,1.2596947377542347e-09
2020-06-12 04:00:00,181.5769805908203,43373600,5.82,143015000000.0,31.198793915948507,1.269635916448067e-09
2020-06-15 04:00:00,182.7375946044922,32770200,5.82,143015000000.0,31.398212131356043,1.2777512471033961e-09
2020-06-16 04:00:00,187.21560668945312,42556700,5.82,143015000000.0,32.16763001536995,1.309062732506752e-09
2020-06-17 04:00:00,187.8636016845703,25687800,5.82,143015000000.0,32.27896936161002,1.3135936907636983e-09
2020-06-18 04:00:00,189.8753204345703,23061600,5.82,143015000000.0,32.624625504221704,1.3276601785447003e-09
2020-06-19 04:00:00,188.7437286376953,44441100,5.82,143015000000.0,32.43019392400263,1.3197477791678867e-09
2020-06-22 04:00:00,193.98583984375,32818900,5.82,143015000000.0,33.33090031679553,1.3564020546358773e-09
2020-06-23 04:00:00,195.28182983398438,30917400,5.82,143015000000.0,33.553579009275666,1.3654639711497702e-09
2020-06-24 04:00:00,191.345458984375,36740600,5.82,143015000000.0,32.877226629617695,1.3379397894233121e-09
2020-06-25 04:00:00,193.76336669921875,27803900,5.82,143015000000.0,33.29267469058741,1.3548464615545136e-09
2020-06-26 04:00:00,189.885009765625,54675800,5.82,143015000000.0,32.62629033773625,1.3277279289978324e-09
